,nombre_artista,bio,listeners,playcount,similar
439,Solkyri,"Solkyri are an instrumental rock band from Sydney, Australia. Formed in 2006, the group deliver moments that blend intense vulnerability with pure power built around the interplay of guitars and driving rhythms, with nods to math-rock, shoegaze and ambient music.

In February 2011, the band independently released their debut EP release titled 'No House'. The group played several successful shows throughout Australia, including performances with sleepmakeswaves, Meniscus and Laura. <a href=""https://www.last.fm/music/Solkyri"">Read more on Last.fm</a>",12011,130522,"['we.own.the.sky', 'DumbSaint', 'Coldbones', 'darkfield', 'The Shaking Sensations']"
440,Jesucrisis,"A Goth band from Chile. <a href=""https://www.last.fm/music/Jesucrisis"">Read more on Last.fm</a>",229,2069,"['Sociophobia', 'RRRRRRR', 'Espejos Muertos', 'The Knutz', 'Escarlatina Obsessiva']"
441,FrostProof," <a href=""https://www.last.fm/music/Frostproof"">Read more on Last.fm</a>",63,293,"['El lenguaje como obstáculo', 'Huszár', 'CNTV', 'Nieeve', 'Los Llanos']"
442,Camaleón," <a href=""https://www.last.fm/music/Camale%C3%B3n"">Read more on Last.fm</a>",577,2639,"['Chessina', 'Ivy Queen y Point Breaker', 'Ivi Quenns Gran Omar', '3 Two Get Funkie', 'Rocktrotters']"
443,Buffalo Lecter," <a href=""https://www.last.fm/music/Buffalo+Lecter"">Read more on Last.fm</a>",47,164,"['Hard Coffee', 'Mistura De Rock', 'RockBR', 'Lilith Lithium', 'Eboris']"
444,Light Matters,"Hi, we are Alexandr Koval and Iurii Kasianenko from Kyiv, Ukraine and Warsaw, Poland.
Beer drinking and sentimental songwriting ltd. <a href=""https://www.last.fm/music/Light+Matters"">Read more on Last.fm</a>",290,1543,"['Kites And Paper Trees', 'serpents.', 'Салют!', 'борись бритвой', 'Kiteflighter']"
445,Jorma Kaukonen,"Jorma Ludwik Kaukonen, Jr. (born December 23, 1940) is an American blues, folk, and rock guitarist, best known for his work with Jefferson Airplane and Hot Tuna.

Born in Washington, D.C., the son of Beatrice Love (née Levine) and Jorma Ludwig Kaukonen, Jorma Kaukonen had Finnish paternal grandparents and Russian Jewish ancestry on his mother's side. Kaukonen was a founding member of the popular psychedelic San Francisco-based band Jefferson Airplane, which scored two Top 10 radio hits in 1967 with ""Somebody to Love"" and ""White Rabbit."" <a href=""https://www.last.fm/music/Jorma+Kaukonen"">Read more on Last.fm</a>",50158,396870,"['The Wood Brothers', 'Chris Smither', 'Jonathan Richman', 'Those Darlins', 'John Hurlbut & Jorma Kaukonen']"
446,Godex,"He played big shows in Wacken and Leipzig. He was on a big German tour with HIM. He was a major issue in the music magazines. He was leading one ot the best gothic metal bands from one success to the next. Now former THORA frontman TOMMY TOM amazes us with the fastest and best debut feature of the year. Only five months after THORA's breakup he is entering as GODEX the ""Gates of the Universe"".

This is also the name of his first solo album, which combines hard riffs <a href=""https://www.last.fm/music/Godex"">Read more on Last.fm</a>",739,6491,"['Etherna (Arg)', 'Sundown Sindrome', 'This Void Inside', '5 sadows', 'Drama F.A.']"
447,I Am David Sparkle,"Singapore, 2001 – Present

Having started out as an improvisational band in 2001, this collective has been one of the pioneers of the instrumental music scene here in Singapore. Inspired by the landscapes of life, love and beauty, I AM DAVID SPARKLE writes music that encompasses and demonstrates the myriad of human emotions through journeys of musical movements. The absence of words
in the music does not mean that words have lost their meaning; rather, the words themselves are to be imagined by the listener. <a href=""https://www.last.fm/music/I+Am+David+Sparkle"">Read more on Last.fm</a>",3843,37906,"['Amateur Takes Control', 'Amberhaze', 'Damn Dirty Apes', 'Deepset', 'ANECHOIS']"
448,Mari Mattham," <a href=""https://www.last.fm/music/Mari+Mattham"">Read more on Last.fm</a>",737,4073,"['Ricardo Garduno', 'Fixeer', 'DJ Saint Pierre', 'rasser', 'Astronomy Domine']"
449,Dark Quadrant," <a href=""https://www.last.fm/music/Dark+Quadrant"">Read more on Last.fm</a>",343,2434,"['Border One', 'Takaaki Itoh', 'My Flower', 'Ricky Cross', 'Exium']"
450,Marc Houle,"While the global EDM scene still debates the merits of “pressing play,” techno veteran Marc Houle has been wowing audiences for over a decade with a live performance that is constantly evolving night after night, in city after city, at clubs and festivals worldwide. The skill and effort that goes into creating these truly “live” sets is the result of an entire lifetime dedicated to electronic music and a deep love of the machines that make it. <a href=""https://www.last.fm/music/Marc+Houle"">Read more on Last.fm</a>",93812,611295,"['Troy Pierce', 'Heartthrob', 'Ambivalent', 'Barem', 'Paul Ritch']"
451,Augusto Taito," <a href=""https://www.last.fm/music/Augusto+Taito"">Read more on Last.fm</a>",1702,7185,"['A.Morgan', 'Clotur', 'Casual Treatment', 'Phil Berg', 'Ignez']"
452,Moteka," <a href=""https://www.last.fm/music/Moteka"">Read more on Last.fm</a>",1756,8560,"['Bas Mooy', 'Jeroen Search', 'Norman Nodge', 'Subjected', 'Tim Tama']"
453,A Birth Defect," <a href=""https://www.last.fm/music/A+Birth+Defect"">Read more on Last.fm</a>",143,671,"['buried secrets', 'Tim Tama', 'New Frames', 'Brecc', 'UNCONSCIOUS']"
454,The Reactivitz," <a href=""https://www.last.fm/music/The+Reactivitz"">Read more on Last.fm</a>",4433,17433,"['Skober', 'Durtysoxxx', 'Loco & Jam', 'Roberto Capuano', 'Hollen']"
455,Henry Cullen,"Henry Cullen is in fact the real name of techno dj and producer D.a.v.e. the Drummer. These tracks are a window into his love of electronic and avant garde music For years Henry Cullen ( aka D.a.v.e. the Drummer ) has had a deep interest and has been influenced by many of the worlds most famous experimental composers and music producers. People like Brian Eno, Simon Jeffes ( Penguin Café Orchestra ) Massive Attack and King Tubby have all sat side <a href=""https://www.last.fm/music/Henry+Cullen"">Read more on Last.fm</a>",1480,4821,"[""Rozzer's Dog"", 'Chris Liberator & Guy McAffer', 'Audio Pancake', 'The Geezer', 'Kektex']"
456,Peter Fern," <a href=""https://www.last.fm/music/Peter+Fern"">Read more on Last.fm</a>",762,3283,"['David More and Sentex', 'Vily vinilo', 'Lopez DJ', 'Nobots', 'Criminish']"
457,Mod21,"• Mod21 is an Italian techno-producer. In the summer of 2015 he released his debutalbum, 'There's No One. EXHIBITION DESIGN 03' on the Spanish Semantica Records.

• Mod21 is the student acapella group at the Illinois Mathematics and Science Academy (IMSA).
 <a href=""https://www.last.fm/music/Mod21"">Read more on Last.fm</a>",1818,10417,"['Ennony', 'Kinosura', 'Merovee', 'Hydrangea', 'Dino Sabatini']"
458,Carbon,"1. Carbon is an indie/blues band from a small town in northern New Jersey. They released a CD-R that includes five songs in 2011 and have more material to come.
http://www.myspace.com/carbonmusicnj

2. Carbon is a Romanian MC part of the Pirats Klan crew. Affiliated with the Facem Records label and with Street Art.

3. Carbon was originally formed as a one-man recording project to remind the metal battalions of the glorious days before ""Black Metal"" became a trend. A journey back to the age when ""Black Metal"" stood <a href=""https://www.last.fm/music/Carbon"">Read more on Last.fm</a>",65063,909879,"['yvngxchris', 'Khalil?', 'Maksim Dark', 'Baby kia', 'Fredo Bang']"
459,Alexey Kotlyar," <a href=""https://www.last.fm/music/Alexey+Kotlyar"">Read more on Last.fm</a>",470,1704,"['D.a.v.e. the Drummer', 'David Moleon', 'Sterling Moss', 'Homma Honganji', 'NTBR']"
460,Mila Journée," <a href=""https://www.last.fm/music/Mila+Journ%C3%A9e"">Read more on Last.fm</a>",5704,28233,"['Øostil', 'David Lindmer', '19:26', 'Henri Bergmann', 'The Element MT']"
461,Main Leaf," <a href=""https://www.last.fm/music/Main+Leaf"">Read more on Last.fm</a>",167,697,"['Nick Devon', 'Ae:ther', 'Pisetzky', 'darse', 'Senses Of Mind']"
462,Abel Nesian," <a href=""https://www.last.fm/music/Abel+Nesian"">Read more on Last.fm</a>",1108,4795,"['Luigi Peretti', 'Kevin Coshner', 'Jus Deelax', 'Avrosse', 'Naylo']"
463,Deltoidman," <a href=""https://www.last.fm/music/Deltoidman"">Read more on Last.fm</a>",266,647,"['Saiya Locana', 'Hard Plex', 'Sickwave', 'Stephen Advance', ""J's Music""]"
464,R.E.L.O.A.D.," <a href=""https://www.last.fm/music/R.E.L.O.A.D."">Read more on Last.fm</a>",879,4074,"['Lostly', 'Evan Pearce', 'Indecent Noise', 'Liam Wilson', 'Will Rees']"
465,Chromatone,"Chromatone is Lawrence Hoffman, a San Francisco native who has been producing electronic music for over a decade. Working as a professional audio consultant, producer, engineer, he is also doing mastering for many labels: Vaporvent, Peak Rec, Geomagnetic.tv, Mind Funk, Noise Poison, Drop Out, plus a growing list of clients. After training in visual arts with the legendary Doctor Spook they produced the Video: “Chromatone - Mightochondria” released on the successful Geomagnetic “Magnus” and ""Virtual Vortex"" DVDs. <a href=""https://www.last.fm/music/Chromatone"">Read more on Last.fm</a>",5441,31173,"['Alternative Control', 'Aphid Moon', 'Freakulizer', 'Elec3', 'Optokoppler']"
466,Accuface,"The man known as Accuface, Marlon Jürs from Bremen (Germany), was inspired by electronic music while still a child. In the 1980s Marlon was focusing on synth-bands like Depeche Mode and New Order and later on Electronic Body Music with its typical ""air-hammer-punk-beats"", namely Front 242, Nitzer Ebb and A Split Second. Marlon made his first musical experience by using a cheap mixer, a small economy grade keyboard and two tape decks. He recorded rhythms, basses, melodies and chords separately and then created overdubs. <a href=""https://www.last.fm/music/Accuface"">Read more on Last.fm</a>",43685,293499,"['DJ Lee', 'Axel Coon', 'Sven-R-G vs. Bass-T', 'Megara Vs. DJ Lee', 'Ole van Dansk']"
467,Solarstone,"Solarstone is a British musician/production/DJ team formed by Rich Mowatt, Andy Bury (1994-2006) and Sam Tierney (1994-1997), renowned for producing and releasing melodic trance, progressive house and chillout since 1994.

In the past Solarstone has also been known under various aliases including Young Parisians, Z2, Liquid State, Skyscraper, 2nd Element and Sebatu as well as having produced three collaborations with Scott Bond. Most recently in 2011 <a href=""https://www.last.fm/music/Solarstone"">Read more on Last.fm</a>",125441,1865764,"['XiJaro & Pitch', 'Orkidea', 'Rank 1', 'Driftmoon', 'Ferry Corsten']"
468,Peter Santos," <a href=""https://www.last.fm/music/Peter+Santos"">Read more on Last.fm</a>",3770,13044,"['Danjo & Andrew Shartner', 'Thomas Datt pres. D.A.T.T.', 'M.O.O.N. Pro', 'Pulser pres. Luminal', 'Cataracta']"
469,Tastexperience,"Since the 90s TasteXperience have been making Dance Music , they have being remixed and supported by all top dee jays, radio statons e,c,t on the planet, 
  Paul Oakenfold was one of the first DJs to champion their emotionally seductive sound, which ranges from pure chill-out to trance. 2010 saw them re-release their trance classic Summersault on Perfecto Records and they are currently writing new material for release in 201
Please become a member <a href=""https://www.last.fm/music/Tastexperience"">Read more on Last.fm</a>",42533,196167,"['Kamaya Painters', 'The Thrillseekers', 'Sunlounger', 'Salt Tank', 'Airbase']"
470,Tech D," <a href=""https://www.last.fm/music/Tech+D"">Read more on Last.fm</a>",800,3394,"['Michael A', 'Ewan Rill', 'Dmitry Molosh', 'Subconscious Tales', 'Nicolas Rada']"
471,40Thavha," <a href=""https://www.last.fm/music/40Thavha"">Read more on Last.fm</a>",209,1528,"['Grande Piano', 'Victor Special', 'Alternate High', 'James Dust', 'Fawzy']"
472,Quarrel,"Radosław Kasprzak, a progressive house/lounge producer from Gdynia, Poland. <a href=""https://www.last.fm/music/Quarrel"">Read more on Last.fm</a>",1229,6551,"['Dapple Apple', 'B.O.N.G.', 'Pconvolve', 'Rainbow Addict', 'Jacob Henry & Approaching Black']"
473,Atomic Pulse,"Tamir Ozana started out his music career at the age of 16 when he bought his first synthesizer - Virus. He went on to discover Rock music before becoming Creasy with synthesizers, computers and Trance music.

After finishing studying sound engineering at the age of 18, he started to establish all the things that he learned through the years. He was first introduced to the PsyTrance scene by Dede Nachmias a.k.a Dj Dede, of Spectrum Music.

Tamir wrote his first Hit with Astrix, “Valirus”. <a href=""https://www.last.fm/music/Atomic+Pulse"">Read more on Last.fm</a>",31709,168660,"['Fatali', 'Silicon Sound', 'Safi Connection', 'Hujaboy', 'Wrecked Machines']"
474,Nueva Vulcano,"After Aina split up, Artur Estrada, his singer and guitarrist decided to make a new band with Albert Guárdia (also Drummer for The Moon Men) and Bassist ex-Shanty Rd.'s Wences Aparicio. Their sound is inclassificable in any genre, some influences are Los Planetas, My Bloody Valentine, Hüsker Dü and Jawbox. ¡A mi me gustan más que a un tonto un lápiz! (I like them more than a fat kid loves cakes!) <a href=""https://www.last.fm/music/Nueva+Vulcano"">Read more on Last.fm</a>",18986,636866,"['Madee', 'Half Foot Outside', 'The Unfinished Sympathy', 'Betunizer', 'Nisei']"
475,Alexie Divello," <a href=""https://www.last.fm/music/Alexie+Divello"">Read more on Last.fm</a>",2818,10204,"['Allertz', 'Electrick Village', 'Sebastian Sollerman', 'Made In June', 'John Alexander']"
476,Barroso," <a href=""https://www.last.fm/music/BARROSO"">Read more on Last.fm</a>",1402,6068,"['León Bravo', 'Keen Levy', 'Dani MDR', 'Sami Duque', 'Galvan Real']"
477,Dharmacide," <a href=""https://www.last.fm/music/Dharmacide"">Read more on Last.fm</a>",11859,69332,"['Bum Motion Club', 'Mausoleo', 'La trinidad', 'La Culpa', 'Nueve Desconocidos']"
478,Joe Crepúsculo,"Joe Crepúsculo, real name Joël Iriarte Parra, is a Spanish singer-songwriter. He has released eight solo albums (Escuela de zebras, Supercrepus —National Record of the Year for Rockdelux magazine—, Chill-out, Nuevo ritmo, El caldero , Wizard Ball, New Mysteries and Hard Drive).

He graduated in Philosophy at the University de Barcelona and began to form bands of many styles ranging from surf, rock, punk and electronics. Together with Daniel Granados and Vincent Leone he created Tarántula in 2003 <a href=""https://www.last.fm/music/+noredirect/Joe+Crep%C3%BAsculo"">Read more on Last.fm</a>",41091,984301,"['Los Punsetes', 'Nacho Vegas', 'Hidrogenesse', 'Sidonie', 'Los Planetas']"
479,Detergente Líquido," <a href=""https://www.last.fm/music/Detergente+L%C3%ADquido"">Read more on Last.fm</a>",1627,40856,"['Hazte Lapón', 'Alexanderplatz', 'Betacam', 'Kokoshca', 'Rusos Blancos']"
480,Chucho,"Chucho #1
Spanish pop/rock band Chucho was formed by singer/guitarist Fernando Alfaro after Surfin' Bichos disbanded in 1994, who was soon joined by ex-República Gorila bassist Carlos Rodríguez and drummer Javier Fernández. The group recorded a self-titled EP in 1995, released by independent Limbo Starr Records. Chucho's first album, called 78, was recorded after signing up to Virgin in 1997; the album includes ""El Detonador EMX-3,"" which was featured in the movie soundtrack of Alejandro Amenabar's Abre Los Ojos. <a href=""https://www.last.fm/music/Chucho"">Read more on Last.fm</a>",23740,270909,"[""Surfin' Bichos"", 'Travolta', 'Mercromina', 'Clovis', 'El Hombre Burbuja']"
481,Belako,"Belako is from Mungia (Vizcaya, Spain) and was born in May 2011. It is made up of Josu Billelabeitia (guitar, voice), Lore Billelabeitia (bass, keyboards, voice), Cris Lizarraga (voice, keyboards), and Lander Zalakain (drums, voice). After several concerts and two demo tapes, the quartet won an important radio competition, which enabled them to play at high-level festivals such as Bilbao BBK Live. In March 2013 they launched their first long-playing record, Eurie, which they took on tour for over fifty concerts. <a href=""https://www.last.fm/music/Belako"">Read more on Last.fm</a>",30287,510685,"['Alcalá Norte', 'Melenas', 'Nudozurdo', 'El Columpio Asesino', 'La Plata']"
482,Las Ruinas,"Las Ruinas is a pop group from Barcelona. Members are Edu, Jaime y Toni. Since 2010, the band has released an album a year and plans to disband after their tenth, presumably in the year 2019.

All (so far) are available to listen to for free at http://lasruinas.bandcamp.com/ <a href=""https://www.last.fm/music/Las+Ruinas"">Read more on Last.fm</a>",6871,81205,"['cuello', 'Los Bengala', 'Trajano !', 'SraSrSra', 'Juanita y los Feos']"
